patch_size,level,stratified,random_seed,split,bs,encoder_name,encoder_weights,in_channels,classes,training,lr,criterion,optimizer,nb_epochs,early_stopping,patience
256,1,zone2023,1,"[0.63, 0.14]",16,efficientnet-b7,None,4,6,True,0.0001,Dice,Adam,70,True,15
