,training_losses,validation_losses,training_iou,validation_iou
0,0.47311677496161375,0.2580272068402597,0.5638842789663209,0.6120911769509788
1,0.29208555303470435,0.24581172178399616,0.6999399373580141,0.6372984578271234
2,0.24604877620412594,0.24302915241735587,0.7341002956991307,0.6529447167727446
3,0.2220301241641156,0.22906082197617267,0.756356140849186,0.6637441620585465
4,0.20762813415879394,0.23225582140672948,0.7686033254129845,0.6688362947620806
5,0.19432343694528467,0.2349369063851468,0.7830574948188157,0.6548865193931667
6,0.18424515879293632,0.23585226842410592,0.799443805426882,0.6524548205207028
7,0.1699308349386032,0.24152502930623346,0.8196689890839203,0.6473241837192623
8,0.1551664288411712,0.23954961808501846,0.8345278803019496,0.6534144751254528
9,0.14744390344127403,0.22835313276483782,0.8442663252353668,0.6796621296495672
10,0.13852464063201994,0.24656763604890863,0.8510930945998744,0.6312123202489659
11,0.13678368434244603,0.2377225266559796,0.8572990080417945,0.6406154764330177
12,0.12967432328984577,0.23099024659244433,0.8646279010507796,0.6779232642480305
13,0.1234982671292379,0.24081181998998444,0.8728691581745593,0.6551564681742873
14,0.11477004034085232,0.23403430905436257,0.8835323536605165,0.657792547215072
15,0.11134116200468781,0.23348346567298803,0.8835536274645064,0.6578667345382865
16,0.1071241513842292,0.24035074327894973,0.8902443042624066,0.6395539519273572
17,0.10057277098973418,0.2380431087184993,0.8930908610597689,0.6689310015312263
18,0.09824363673269226,0.24150411799986152,0.9002602520393349,0.6390003862657717
19,0.10334857139867126,0.23912764669189024,0.8935661556427938,0.6521007724342838
20,0.09285231252413309,0.24018617304474382,0.9038857660795513,0.6421986874285346
21,0.09226516554164782,0.24486801028297844,0.9101727787862745,0.6379068128608485
22,0.0907698063185297,0.240151179238363,0.9118125480518007,0.6416178508735602
23,0.0807717969485869,0.23743276276426123,0.9173257448519879,0.6636981008729587
24,0.0831299391541118,0.23824729544982787,0.9155197913883723,0.6466512513450451
25,0.0783863611443088,0.2403454555629102,0.9246525382786467,0.6473917497233266
26,0.07464859429038843,0.2385356518219822,0.9275578493960419,0.6493158259148163
27,0.07326930031120472,0.23695974398056963,0.9281869412165636,0.6580865754198933
28,0.07281660539648163,0.23848902894690308,0.9317859493152439,0.6473103501493969
29,0.07272402626157286,0.24431154734615812,0.9300502735620354,0.6461792848265123
30,0.06680937122270378,0.2353594542309154,0.934661881268373,0.6652415612978595
31,0.06477704132792719,0.23953134182929284,0.9382340338146478,0.6517850802176528
32,0.06731598265741391,0.2372737648561486,0.928746191381711,0.6623183748433514
33,0.0645010994055597,0.2370598180864435,0.9367050296730466,0.6486523442916454
34,0.0675339143783159,0.24246492173563364,0.9347644430852076,0.649931532345594
35,0.06364185060782913,0.2415079461070635,0.9394165446535189,0.6400147103482768
36,0.062159810509570645,0.23143051004098242,0.938361711495104,0.6707820960926631
37,0.06466055029120885,0.23522112578696883,0.9401788676691334,0.6552375814330483
38,0.05812788888204799,0.23179386143555536,0.9428089139057182,0.6712710902331367
