,training_losses,validation_losses,training_iou,validation_iou
0,0.4809734378579027,0.3392194539051631,0.5493470350500486,0.6991167980535277
1,0.31152250394439834,0.26984323034512586,0.679469735203284,0.7351940911391686
2,0.2509757467151032,0.25576357411798734,0.7324792357102595,0.7392548109436857
3,0.22814468620747586,0.24691691111516337,0.7521737263422534,0.7564567985205815
4,0.21532766143080137,0.23101681239646057,0.7703603332599234,0.7663025573409837
5,0.18837236552915243,0.21831966319988513,0.7964237782384889,0.7801719847424277
6,0.17847540755608585,0.22464992093115016,0.8074953028722868,0.7754251679469799
7,0.17351729861898108,0.22817262978260888,0.8174080013026421,0.7715756220036539
8,0.16658958652048703,0.21972492642315297,0.8258099389351067,0.780819847665984
9,0.15470880178750765,0.21530073874726377,0.8332882001351898,0.7831490122038742
10,0.14682492481474832,0.21668053161481332,0.8460048157131294,0.7801344456343815
11,0.13665769650984652,0.21132693073615946,0.8577960368879247,0.7909037126549359
12,0.1314532153297656,0.2064268645862567,0.8615627936396201,0.7891318525733619
13,0.12396986207116921,0.21685274915191635,0.8660020981982394,0.7838098196120098
14,0.11918161027079786,0.2093974737257793,0.8727930545463343,0.7860754959542176
15,0.126230014195553,0.21043884474784136,0.8702649499909678,0.7947915689698581
16,0.11220132177346721,0.20551607876630693,0.8843187140112995,0.7874455313230383
17,0.10809049540352324,0.2020803470935287,0.8896916240711377,0.7939414592652485
18,0.10925220078131136,0.21172480888921638,0.8887812567375579,0.788033437112282
19,0.10243626939728641,0.2110599333035021,0.8940375718671925,0.7809085660967333
20,0.0996493548114572,0.23137707064120933,0.8965887161084486,0.7630571142352861
21,0.0997147988903763,0.2000048376684045,0.9013772845611792,0.7986471642707956
22,0.08849157327222464,0.20050702012818436,0.9104782257025111,0.7962026924922548
23,0.08649947504467338,0.19732642677965864,0.9129399609153483,0.7945146103357447
24,0.08436935484242929,0.1925130863834558,0.9157293560869069,0.8007132806654634
25,0.07753205377211317,0.19560969527810812,0.9232017421928538,0.8011636805945429
26,0.07897745447786209,0.19638860342895675,0.9231821238479284,0.7980275637116926
27,0.07908953636380112,0.2045820590494008,0.9206755657704488,0.7915825109029638
28,0.06880310632326031,0.20023573886860033,0.9271219470658976,0.7973911829035858
29,0.07515581458020601,0.1950282578131762,0.9292325822351989,0.8042577314993431
30,0.0724462967846403,0.1998773020660055,0.9284442074017154,0.7955138580552463
31,0.06619295830535099,0.1967225195840001,0.9319505523192436,0.800633046647598
32,0.06860149635259674,0.20209586819441155,0.934007407780683,0.7945437924615268
33,0.06736504265593005,0.19190935466181616,0.933726785505883,0.8027422798090967
34,0.0692911120275873,0.18512604992579798,0.9346997198522606,0.810716162467825
35,0.06719309045672846,0.1901418980018332,0.9368457775294609,0.8009139674490896
36,0.06562008202392662,0.18820508784646617,0.9364431234189344,0.8049048940683233
37,0.05969499368408442,0.19386273577552418,0.939354645931068,0.8072557382542511
38,0.0625335019919216,0.19312656837804565,0.9380384462024018,0.8059480883951845
39,0.057012309120318475,0.1949158162842023,0.9448579120361152,0.8051437797217533
