int,zone44,zone98,zone63,zone114,zone70,zone14,zone100,zone118,zone106,zone112,zone10,zone72,zone75,zone4,zone77,zone17,zone103,zone171,zone67,zone164,zone172,zone6,zone15,zone57,zone54,zone158,zone30,zone39,zone11,zone170,zone141,zone24,zone143,zone160,zone37,zone161,zone16,zone27,zone78,zone139,zone71,zone125,zone19,zone115,zone93,zone153,zone104,zone137,zone147,zone65,zone123,zone23,zone116,zone56,zone85,zone21,zone74,zone95,zone58,zone69,zone53,zone41,zone88,zone168,zone22,zone52,zone90,zone33,zone136,zone126,zone48,zone94,zone167,zone156,zone165,zone121,zone117,zone80,zone66,zone132,zone45,zone169,zone1,zone12,zone51,zone128,zone38,zone142,zone7,zone5,zone76,zone113,zone154,zone73,zone101,zone129,zone145,zone144,zone34,zone96,zone133,zone140,zone159,zone124,zone68,zone97,zone50,zone28,zone127,zone102,zone134,zone155,zone20,zone25,zone2,zone120,zone84,zone162,zone59,zone157,zone47,zone138,zone148,zone3,zone26,all_zones
10,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.1905764625186012,0.0,0.0,0.0,0.0,0.0,0.031921612774884256,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.004040737613841364,0.0,0.0,,0.0,0.0,0.0,0.0,0.0007591729506533336,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.002846894119318992,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019472562349759615,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.002191895172079933
11,0.0,0.0,0.050942607309626436,0.0,,0.16666666666666666,0.14141928183065877,,0.005034749931080513,0.20072133917557566,0.07261502915534421,0.0,0.012727996449411652,0.1348090538611779,0.0,0.08984282120414402,,0.0,0.14348885172455175,0.029083251953125,0.006892957185444079,0.009446095224102198,1.0,0.40053558349609375,0.021945682648689516,0.004895098797686688,0.0,0.0,0.710418701171875,0.0,,0.7271915011935763,0.0,0.005485941649630719,0.0006404738352088731,0.0013019650481468023,0.0,0.01836554948673692,0.0068068892867476855,0.03947092320797217,0.0302642822265625,,0.4348956725718146,0.015681391176970108,0.11396026611328125,,0.0,0.294772466023763,0.28486420189202166,0.2792363570908369,0.0,,0.0,0.0,0.0,0.17746925354003906,0.014859997503670199,0.004316457112630208,,0.5526212993421052,1.0,0.0,0.047316551208496094,,0.025468662806919642,,0.0,0.04008331298828125,0.0,0.0,0.005942026774088542,,0.057217237684461804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07665882599659456,0.0,0.18001475614659926,0.16600053701827774,0.07834479922340029,,0.8543355096246779,0.0,0.4803309721105239,0.0,0.016078157244988206,0.0,0.03620503743489583,0.00656280517578125,0.01283885814525463,0.0,0.4017260587668117,0.1355309119591346,0.0,0.03223764253355161,0.10651769870665015,,0.0,,5.144391741071428e-06,0.02850057564529718,0.26089935302734374,0.0,0.0,0.0,0.0,0.7610781634295428,0.0,0.0473008471475537,0.864837646484375,0.0054323549623842594,0.0,0.0,0.04870576237353329,0.0,0.0001618185161072531,,0.0,0.373785400390625,0.12595813679245282,0.07635848344472833
12,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0017025990276723626,0.0,0.002031188080276268,0.27383006702769885,0.0,0.09364670973557693,0.11707583340731534,0.01728422745414402,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01803795599168347,0.16243198939732142,0.0,0.0,0.21223958333333334,0.0,,0.0,0.0,0.03022011532675358,0.05994371799607351,0.0,0.0,0.0,0.02740082917390046,0.0,0.0,,0.01743041761286959,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.03084716796875,3.345734482511468e-05,0.009433110555013021,2.6236935661769388e-05,0.0,,0.030938881321957237,0.0,0.0,0.0,,0.0005846296037946429,,0.0,0.012911115373883928,0.0,0.0,0.0638109842936198,,0.0,0.0,0.0,0.0,0.0,0.0,0.18837309729357227,0.0050067901611328125,0.3352847368289263,0.0145721435546875,0.0,0.015500139834275886,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05150146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.024921138112137958,,0.0,,0.02037235804966518,0.0,0.0,0.0,0.0952606201171875,0.0,0.0,0.0,0.0,0.0,0.0,0.001561595775462963,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.07303547409345519,0.014333697352256152
14,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2404704091174327,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0019476433932870433
15,0.0,0.0,0.0,0.0,,0.16666666666666666,0.39321363294446793,,0.0,0.02613268400493421,0.09959942361582881,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26939479282924106,0.0,0.0,0.0,,0.0,0.12768863496326266,0.0,0.9384968021373057,0.0,0.0,0.36792666413063224,0.0,0.0,0.0,,0.013620110412219173,0.0,0.21149444580078125,,0.0,0.0,0.0,0.0,0.4017219543457031,,0.0,0.0,0.0,0.08062171936035156,0.012565985044097581,0.0,,0.0,0.0,0.0,0.0,,0.9507904052734375,,0.0,0.06863970075334822,0.0,0.8738348388671875,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10904693603515625,0.0,0.0,0.4249951530905331,0.03106763469639109,0.00846957252139137,,0.0,0.9762742448561262,0.03326819924747243,0.0,0.0,0.0,0.6173807779947916,0.0,0.06393037018952547,0.0,0.0,0.7281717153695914,0.8159756130642362,0.0,0.11004917796065168,,0.9399048852138832,,0.0,0.0,0.0,0.0,0.1163177490234375,0.0,0.0,0.0,0.6251664595170454,0.0,0.0,0.040122590241608795,0.0,0.0,0.0,0.07049560546875,0.0,,0.2245634396870931,0.0,0.11233031074955778,0.06843804037972008
16,0.0,0.0,0.0,0.0066925048828125,,0.0,0.008993612753378379,,0.0,0.7646994339792352,0.0,0.02149408513849432,0.0,0.0,0.0,0.0,,0.0,0.0,0.0411224365234375,0.0,0.0,0.0,0.37271881103515625,0.0,0.011941488687094156,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.14234143634175145,0.0,0.06800227202186289,0.0,0.015454257491731295,0.0,,0.0,0.0,0.0,,0.0,0.01992352803548177,0.0,0.0,0.5961380004882812,,0.5786154303752201,0.0,0.03212192080436497,0.0,0.0,0.0,,0.0,0.0,0.0,0.07601674397786458,,0.0005684988839285715,,0.0,0.0,0.0,0.0,0.1873779296875,,0.0,0.40166988888302363,0.0,0.6757263351272751,0.0,0.05176092077184607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.06288775275735294,0.0,0.0,0.03995316116898148,0.0,0.0,0.0,0.0,0.0,0.0034892384598894815,,0.004635670146004098,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6702910246672453,0.0,0.0,0.018193445899934147,0.0,0.0,,0.6448046366373698,0.358837890625,0.0,0.04750315550544596
17,0.32050847740812677,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26557828463040867,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.01566329922647805
18,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.008366714289158951,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.02085418701171875,0.0,0.0,0.0,0.0044952392578125,0.0,0.0,,0.003846062554253472,0.0,0.01530357980410938,0.0,0.0,0.0,0.0,0.016298534252025463,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.025969823201497395,0.005338388542695306,0.0,,0.009427682976973684,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.016856723361545138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004206040326286764,0.0035468144203299906,0.0,,0.0,0.0,0.0,0.0,0.010211872604658018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.01080923369436553,0.0,0.0,0.00014559677541457397,0.0,0.0,0.0,0.0,0.011518807246767241,0.0,0.0,,0.0,0.01024932861328125,0.0,0.0016465176494439174
19,0.0,0.08575439453125,0.06647131908899066,0.0,,0.0,0.0,,0.0,0.0,0.1085441699926404,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0019503141704358552,0.0,0.0,0.0,0.0,0.10199390758167613,0.0,0.7152099609375,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041156005859375,,0.04123946080361815,0.0,0.0,,0.0,0.0,0.351288381679542,0.0,0.0,,0.0,0.0,0.0,0.10661570231119792,0.0,0.0,,0.022672793739720396,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.028432969606844737,0.0,0.0,0.0,0.09582492603975183,0.15222355856824277,0.0,,0.0,0.0,0.15213506362017462,0.0,0.0,0.0,0.0,0.0,0.31471817581741895,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0092010498046875,0.028564555702653146
20,0.05378578228657472,0.0,0.011661047222970546,0.0,,0.0,0.29953992688978043,,0.0029739196651438504,0.0,0.0,0.048964066938920456,0.10773741168740356,0.01026153564453125,0.34060530229048297,0.0009042491083559783,,0.7345404816121687,0.12385186302052723,0.0,0.0,0.0,0.0,0.0,0.22410347230972782,0.006590806044541396,0.3421848842075893,0.0,0.0,0.0,,0.0,0.07292084466843378,0.12673122885226262,0.0,0.20501034758811773,0.0,0.0,0.007871161566840278,0.28969604603565524,0.0,,0.20275467542361766,0.0,0.606903076171875,,0.724646591558689,0.3227195739746094,0.04199238640414048,0.6426877813824152,0.0,,0.0,0.5552017211914062,0.04848886192391772,0.0,0.11075648557520448,0.18324254353841146,,0.09507767526726973,0.0,0.0,0.0,,0.0,,0.2882627121945645,0.04469778878348214,0.5313596223530016,0.0,0.7106399536132812,,0.0050242106119791664,0.0,0.5831105041503907,0.0,0.0,0.15337597882306134,0.3198327657914821,0.0,0.0,0.0,0.0,0.11233548975702543,0.0,,0.0,0.0,0.0,0.05222603934151786,0.008487341538915094,0.0,0.0,0.3108856201171875,0.0,0.045290629069010414,0.0,0.0,0.0,0.1418631146062954,0.0,,0.034330774526127046,,0.5592975289481027,0.041104634602864586,0.0,0.0,0.0,0.9164720125476624,0.0,0.0035454078956886573,0.0,0.09278291352368365,0.0,0.0013764558015046295,0.00233154296875,0.0021610260009765625,0.0,0.8065414428710938,0.0,,0.0,0.0,0.44748500608048347,0.14442141657383206
21,0.0,0.0,0.020946634226831896,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.4935760498046875,0.0,0.0,0.0,0.0,0.24934574250252017,0.11151915711241883,0.1775880359468006,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5198048436364462,0.0,0.0034081510795179264,0.0,0.0,0.0,,0.0,0.9048873237941576,0.0,,0.0,0.0,0.04510239471492376,0.0,0.0,,0.0,0.0,0.0877052797090023,0.06571070353190105,0.0,0.0,,0.0,0.0,0.0,0.36380783716837567,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.052161551810599664,0.0,0.0,0.0,0.25390003345630785,0.0,0.0,0.0,0.0,0.0,0.0,0.007420930408296131,,0.0,0.0,0.0906210506663603,0.0,0.0,0.4433171889361213,0.0,0.0,0.0,0.0,0.0,0.10457669771634616,0.0,0.0,0.0,,0.010827486632300204,,0.0,0.0,0.0,0.7021429222750376,0.45935821533203125,0.0,0.4919826623165246,0.0,0.0,0.30343454288128185,0.0,0.0,0.0,0.13294474283854166,0.0,0.0,0.0,,0.06505298614501953,0.1,0.0,0.06378462541866994
22,0.0,0.0,0.0,0.7940032958984375,,0.0,0.008497908308699325,,0.0,0.0,0.024406101392663044,0.0,0.0,0.0,0.28588451038707385,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029240565146169354,0.0,0.14183771042596727,0.0,0.0,0.0,,0.0,0.506249019077846,0.0,0.0,0.12205079544422238,0.0,0.3099880957788275,0.06554463704427084,0.0,0.0,,0.021641361633746744,0.06252388332201086,0.0,,0.0,0.1482397715250651,0.0,0.0,0.0,,0.3550218035917327,0.0,0.011931323130196387,0.0,0.0,0.030327606201171874,,0.0,0.0,0.0,0.04408868153889974,,0.0,,0.10992188149310173,0.21362479073660715,0.016293575889185855,0.0,0.0,,0.0,0.35559329471072637,0.41389892578125,0.0009599622789320055,0.6137644449869791,0.36451664677372686,0.08237581873013922,0.7155513763427734,0.0,0.0,0.0,0.058319490347335586,0.2962430681501116,,0.0,0.0,0.014255748075597426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00115966796875,0.0,0.05464482604220695,0.6882469363328887,,0.0,,0.0,0.0,0.0,0.2766309255576995,0.0,0.0,0.03155517578125,0.012642471878616899,0.0,0.004379692475021396,0.0,0.1653572365089699,0.0,0.7619635264078776,0.6593640791502036,0.0,0.003420794451678241,,0.0,0.02211761474609375,0.0,0.07714625847233961
