,training_losses,validation_losses,training_iou,validation_iou
0,0.5509316180040925,0.713945867172603,0.46565666726068394,0.2310870574337655
1,0.43555175596767615,0.43405909104080037,0.5770521536684173,0.6024008994472438
2,0.40188650486276883,0.3849360380193283,0.6050033941220825,0.6443374948254947
3,0.3832109922634422,0.36217104605045813,0.6176405419362038,0.6672355018813034
4,0.3716475780226655,0.38923188388861457,0.6233190371942108,0.6340017087500671
5,0.3569301902303091,0.37328592000593397,0.6404463729528598,0.6741185437502533
6,0.34399341596478344,0.35987237442670195,0.6466285180976824,0.6808208093560976
7,0.3391141521312318,0.3445524536715499,0.6521555526284045,0.682863200532979
8,0.3287654545920383,0.35925153116213865,0.662548240564055,0.6634829527345197
9,0.32122042949072566,0.30847059819718886,0.6631081393713223,0.6913999701882231
10,0.3198025163896489,0.32547943107783794,0.6681804032593708,0.6995786235764109
11,0.3218214311328333,0.343002926044423,0.6651804974511996,0.668969066749359
12,0.3155363729003527,0.34526699511655445,0.6706880996653257,0.669266558926681
13,0.30828869422248184,0.3320041183896106,0.6805837095127325,0.6946124478146948
14,0.30730826927279187,0.382383994244296,0.67713409438944,0.6467440223385548
15,0.3061993297307567,0.32922554838246315,0.6808237141422304,0.6808749509268793
16,0.29857851762421195,0.31568369686860465,0.6849049977335532,0.697426529023154
17,0.29765368042572776,0.33236411926818304,0.6875931402448275,0.6876510803041787
18,0.299613626915371,0.2909200388681272,0.6881877283541544,0.7097749278463167
19,0.2826017400716842,0.29814411096017934,0.7000992058505242,0.7076761018613289
20,0.29152361801704685,0.2907006483653496,0.6973112478036358,0.7087883710347372
21,0.2867875874300168,0.31785423167306803,0.6960993851467924,0.7078203592320969
22,0.2976177368602938,0.31477443726155263,0.6948402182169537,0.7078486611617023
23,0.28372371503788046,0.30866413435031625,0.7063457653227044,0.720605621050144
24,0.27969104131034195,0.29053372497959384,0.7073777788654184,0.7155470285436203
25,0.28297492215458186,0.27683410093445204,0.701139923045546,0.7221400354956758
26,0.2831253753787159,0.29558769189592066,0.7007740881154448,0.6919219051969463
27,0.27708579778070064,0.27597431234758474,0.708818317146741,0.7324993338050514
28,0.2817752202409145,0.3028156709182879,0.7095223670390566,0.711591325700283
29,0.2791425991341772,0.2993507082092351,0.7120771304159412,0.720548670096644
30,0.28094447822838764,0.2751788002085583,0.7098001862637248,0.7261134874204109
31,0.26605365023832844,0.2832222382441677,0.7187664805125091,0.7184978947043419
32,0.27402522434246984,0.2966114245676275,0.7145348557134183,0.7284684682200695
33,0.26769132429052156,0.2814778843573455,0.721302713458064,0.7249861423825396
34,0.2718446576801432,0.2716560413547117,0.7173946640676999,0.7309523861983727
35,0.25879195482827055,0.27164106449947273,0.7253362195464307,0.729734832356716
36,0.27041967625404983,0.2817652243478545,0.7184206375299338,0.73350721186605
37,0.267749605394406,0.31015775693130904,0.719088281351826,0.7127641832520222
38,0.25743744760129056,0.264427388761321,0.7292724755037071,0.7314209943187648
39,0.26049054126316945,0.2901429210243554,0.7302239313077514,0.7191040279536411
40,0.25600349104370096,0.3021461345769208,0.7295320990793299,0.7289077053809988
41,0.25502016631515984,0.27913310282446185,0.7296051097019262,0.7223543668615406
